latitude,longitude,historical_landslide,elevation_m,slope_degrees
28.143727,94.378358,0,1955.0,33.239755086314034
26.924866,92.82085,0,93.0,0.7548944975654582
26.523694,94.097713,0,90.0,1.0675202709770988
28.423546,94.034284,0,1334.0,20.80971857959822
28.00163,96.469898,0,2266.0,40.909794435417254
27.063345,94.22169,0,90.0,2.052775101535614
26.872524,94.792801,0,100.0,1.012750369636371
27.268901,88.34435,0,2255.0,17.367068064949923
23.369323,93.389854,0,717.0,5.128711509483252
27.847102,93.038204,0,2506.0,24.793055768073742
28.536458,95.91481,0,1839.0,35.41096381499547
27.681692,95.611221,0,135.0,0.7548944975654582
