latitude,longitude,event_date,rainfall_mm_day,rainfall_source
27.787506,93.857877,2024-09-20,3.309999942779541,IMERG_Final_V07
27.513283,88.469917,2025-05-31,7.624999523162842,IMERG_Final_V07
26.788709,92.220857,2024-05-28,18.60999870300293,IMERG_Final_V07
27.430867,93.328598,2025-06-01,53.24999237060547,IMERG_Final_V07
27.519744,92.68558,2024-08-21,0.9199999570846558,IMERG_Final_V07
28.956854,94.33376,2024-05-28,7.119999885559082,IMERG_Final_V07
26.452392,90.203716,2025-05-31,53.720001220703125,IMERG_Final_V07
27.168902,94.290594,2007-08-18,12.100000381469727,IMERG_Final_V07
27.604614,92.033643,2024-06-28,18.8799991607666,IMERG_Final_V07
27.379163,95.783479,2016-05-22,14.954998970031738,IMERG_Final_V07
27.706697,92.564018,2007-07-19,27.520000457763672,IMERG_Final_V07
22.525086,92.906837,2024-05-28,57.13999557495117,IMERG_Final_V07
27.691842,93.143429,2018-06-22,31.045000076293945,IMERG_Final_V07
27.449016,94.109742,2024-09-12,0.9549999833106995,IMERG_Final_V07
23.823023,93.013204,2022-07-23,19.539997100830078,IMERG_Final_V07
28.730945,94.075397,2023-09-27,1.9449996948242188,IMERG_Final_V07
28.260649,96.042602,2024-05-28,30.26000213623047,IMERG_Final_V07
26.138059,92.414382,2024-08-25,7.199999809265137,IMERG_Final_V07
25.357867,91.120802,2023-07-23,10.90000057220459,IMERG_Final_V07
26.471509,91.31998,2024-05-28,19.584999084472656,IMERG_Final_V07
28.163883,94.701066,2024-09-24,10.76500129699707,IMERG_Final_V07
27.996637,93.073631,2024-05-29,1.1649998426437378,IMERG_Final_V07
27.468853,94.491258,2023-09-23,23.694997787475586,IMERG_Final_V07
26.260404,94.871508,2016-05-22,3.2800002098083496,IMERG_Final_V07
24.122934,94.092704,2024-08-18,44.554996490478516,IMERG_Final_V07
25.137906,93.424709,2024-07-02,20.280000686645508,IMERG_Final_V07
28.046748,96.946296,2024-05-28,23.539997100830078,IMERG_Final_V07
25.63992,90.647749,2025-05-29,53.405006408691406,IMERG_Final_V07
26.339688,93.895296,2022-05-14,11.304999351501465,IMERG_Final_V07
26.29802,90.232276,2024-05-28,34.994998931884766,IMERG_Final_V07
27.683641,88.61981,2014-06-27,7.645000457763672,IMERG_Final_V07
24.736609,92.983934,2024-09-24,4.315000057220459,IMERG_Final_V07
25.668054,93.744305,2025-06-11,3.669999599456787,IMERG_Final_V07
28.576133,95.198055,2024-07-02,6.1449995040893555,IMERG_Final_V07
